"trait1","trait2","trait3","trait4"
0.0021906,0.00093741,0.14308,0.0025658
0.0022541,0.00096502,0.14738,0.0026404
0.0024638,0.0010544,0.1609,0.0028857
0.0020639,0.00088357,0.13496,0.0024174
0.0036684,0.0015725,0.23965,0.0042974
0.0022834,0.00097798,0.14921,0.0026746
0.0024752,0.0010605,0.16178,0.0028992
0.0023237,0.0009946,0.15191,0.0027215
0.0020501,0.000878,0.13395,0.0024013
0.0037037,0.0015874,0.24197,0.0043387
0.0020575,0.00088113,0.13442,0.0024099
0.0024124,0.0010333,0.15774,0.0028257
0.002968,0.0012715,0.19408,0.0034763
0.0022737,0.00097332,0.14859,0.0026631
0.0021844,0.00093542,0.14278,0.0025587
0.0030589,0.0013114,0.19989,0.0035832
0.0022684,0.00097071,0.14833,0.002657
0.0023113,0.00098894,0.15116,0.0027072
0.0029602,0.0012676,0.1935,0.0034677
0.0030673,0.0013137,0.20017,0.0035929
0.0020707,0.00088661,0.13537,0.0024252
0.0021422,0.00091729,0.14001,0.0025088
0.01603,0.0068831,1.0477,0.018773
0.0058464,0.0025038,0.38219,0.0068474
0.0028556,0.0012231,0.18678,0.0033447
0.003169,0.0013577,0.20712,0.0037116
0.0034516,0.0014791,0.22533,0.0040429
0.0034421,0.0014751,0.22469,0.0040317
0.0030398,0.0013019,0.19858,0.0035602
0.0021431,0.00091736,0.14012,0.0025103
0.0025772,0.0011031,0.16847,0.0030186
0.002169,0.00092848,0.14181,0.0025406
0.0022336,0.00095619,0.14605,0.0026161
0.0027841,0.0011924,0.18194,0.0032607
0.0021356,0.00091451,0.13963,0.0025015
0.0054378,0.0023251,0.35562,0.0063695
0.0028778,0.0012339,0.18809,0.0033707
0.0023153,0.00099152,0.15145,0.0027119
0.0022338,0.00095595,0.14611,0.0026166
0.0031116,0.0013339,0.20338,0.0036445
0.0024251,0.0010386,0.15851,0.0028406
0.002729,0.0011684,0.17863,0.0031965
0.002049,0.00087773,0.13396,0.0023999
0.0021382,0.00091582,0.1398,0.0025046
0.0037918,0.001623,0.24805,0.0044419
0.0022675,0.00097097,0.14817,0.002656
0.0020485,0.00087727,0.13388,0.0023994
0.0020767,0.00088904,0.13566,0.0024325
0.0022827,0.00097758,0.14934,0.0026737
0.012279,0.0052666,0.80289,0.014383
0.0021674,0.00092831,0.1417,0.0025387
0.0034698,0.001487,0.2267,0.0040644
0.0034968,0.0014987,0.22844,0.0040961
0.002543,0.0010888,0.1663,0.0029787
0.0020625,0.00088342,0.13479,0.0024159
0.0023943,0.0010254,0.15651,0.0028046
0.0023931,0.001025,0.15644,0.0028032
0.0025946,0.0011113,0.16957,0.0030391
0.0020668,0.00088488,0.13513,0.0024208
0.0020744,0.00088826,0.13563,0.0024296
0.0032651,0.0013997,0.21344,0.0038249
0.0032449,0.0013911,0.2121,0.0038011
0.0022533,0.00096472,0.14716,0.0026391
0.0028841,0.0012353,0.1885,0.0033783
0.0021008,0.00089916,0.13734,0.0024605
0.0022067,0.00094528,0.14423,0.0025847
0.0023135,0.00099028,0.15123,0.0027099
0.0030419,0.0013027,0.19895,0.0035633
0.0024554,0.001051,0.16054,0.0028762
0.0024558,0.0010511,0.16056,0.0028766
0.0030561,0.0013091,0.19977,0.0035792
0.0020706,0.0008864,0.13545,0.0024253
0.0023041,0.00098586,0.15068,0.0026988
0.002378,0.0010185,0.15555,0.0027854
0.0022319,0.00095527,0.14598,0.0026142
0.0022613,0.00096787,0.14791,0.0026487
0.0022616,0.00096799,0.14793,0.0026491
0.0021897,0.00093705,0.14321,0.0025649
0.0020494,0.0008773,0.13401,0.0024005
0.0029004,0.0012422,0.18958,0.003397
0.002729,0.0011676,0.17822,0.0031966
0.0020705,0.00088654,0.13538,0.0024254
0.0021725,0.00092989,0.14202,0.0025448
0.0026719,0.0011436,0.17477,0.0031297
0.0036549,0.0015633,0.23895,0.0042806
0.0021121,0.0009041,0.13808,0.0024737
0.0021205,0.00090786,0.13857,0.0024837
0.0027144,0.0011622,0.17748,0.0031794
0.0022828,0.00097732,0.14925,0.0026742
0.0020565,0.00088082,0.13446,0.0024089
0.0020461,0.00087615,0.13377,0.0023965
0.0045987,0.0019676,0.30043,0.0053854
0.002408,0.0010312,0.15741,0.0028206
0.0033099,0.0014171,0.21621,0.0038764
0.002428,0.0010397,0.1586,0.0028439
0.002324,0.00099535,0.15178,0.0027222
0.0020812,0.00089107,0.13609,0.0024377
0.0021173,0.00090659,0.13834,0.0024801
0.002297,0.00098327,0.15013,0.0026905
0.0020917,0.00089559,0.13677,0.0024499
0.003011,0.0012877,0.19707,0.0035265
0.0030722,0.0013139,0.20108,0.0035981
0.0032603,0.0013957,0.21295,0.0038189
0.0032624,0.0013967,0.21309,0.0038215
0.0024011,0.0010271,0.15694,0.0028124
0.0020493,0.00087751,0.13387,0.0024004
0.0026419,0.0011311,0.1726,0.0030944
0.0022704,0.00097217,0.14834,0.0026593
0.0023001,0.00098411,0.15035,0.0026942
0.0020611,0.00088273,0.13466,0.0024143
0.0020591,0.00088183,0.13455,0.0024119
0.0037309,0.0015972,0.24413,0.0043702
0.0027704,0.0011857,0.18127,0.0032452
0.0027227,0.0011653,0.17785,0.0031895
0.0020662,0.00088466,0.13507,0.0024201
0.0021459,0.00091933,0.14026,0.0025133
0.0058724,0.0025171,0.38399,0.0068787
0.0020649,0.00088442,0.13499,0.0024187
0.0020685,0.00088586,0.13523,0.0024228
0.0037442,0.0016037,0.24455,0.0043854
0.0024982,0.0010695,0.16325,0.0029261
0.002578,0.001103,0.16829,0.0030195
0.0020409,0.00087368,0.13338,0.0023905
0.0050988,0.002181,0.33344,0.005973
0.0022936,0.00098192,0.15007,0.0026866
0.0029853,0.0012773,0.19536,0.0034966
0.005477,0.0023451,0.35889,0.0064149
0.0031543,0.0013502,0.20647,0.0036955
0.0020682,0.00088552,0.13525,0.0024225
0.0053387,0.0022852,0.34981,0.006253
0.0027564,0.0011802,0.17983,0.0032287
0.0021227,0.00090914,0.13872,0.0024863
0.0021998,0.000942,0.14373,0.0025766
0.0025268,0.0010821,0.1651,0.0029597
0.0029116,0.001247,0.18982,0.0034104
0.0026903,0.0011518,0.1758,0.0031509
0.0027874,0.0011934,0.18249,0.0032652
0.0024026,0.0010283,0.15724,0.0028142
0.0020675,0.00088496,0.13532,0.0024216
0.0044156,0.0018915,0.28908,0.0051717
0.013032,0.0055662,0.84982,0.015278
0.0055975,0.0023962,0.36598,0.0065549
0.0055991,0.002397,0.36608,0.0065568
0.0022475,0.00096217,0.147,0.0026327
0.0026172,0.0011197,0.17113,0.0030658
0.0055978,0.0023964,0.36601,0.0065551
0.0024476,0.0010484,0.16007,0.002867
0.0021147,0.00090535,0.13826,0.0024769
0.0020621,0.00088243,0.13486,0.0024152
0.0024606,0.0010529,0.16091,0.0028822
0.0028719,0.0012304,0.1877,0.0033635
0.0020489,0.00087706,0.13394,0.0023996
0.0022086,0.00094527,0.14444,0.0025869
0.0020554,0.00087982,0.13437,0.0024073
0.0021171,0.00090649,0.13836,0.0024797
0.0022278,0.00095372,0.14561,0.0026092
0.0022451,0.00096119,0.14674,0.0026296
0.0020768,0.00088918,0.13573,0.0024324
0.0031859,0.0013648,0.20834,0.0037314
0.0021817,0.00093427,0.14258,0.0025555
0.0061144,0.0026161,0.40006,0.0071634
0.0022958,0.00098246,0.15011,0.0026888
0.0022755,0.00097374,0.14878,0.0026649
0.002167,0.00092793,0.14162,0.002538
0.0021212,0.00090815,0.13866,0.0024845
0.008458,0.0036204,0.55506,0.0099107
0.0022201,0.00095077,0.14511,0.0026003
0.0022399,0.00095843,0.14647,0.0026232
0.0059672,0.0025553,0.3902,0.0069902
0.0082755,0.0035452,0.5395,0.0096929
0.0084176,0.0036074,0.54867,0.0098587
0.0059672,0.0025554,0.39029,0.0069902
0.0022882,0.0009792,0.1496,0.0026799
0.0027436,0.001174,0.17934,0.0032136
0.0027436,0.001174,0.17934,0.0032136
0.0020503,0.00087728,0.13406,0.0024015
0.0022134,0.00094757,0.14471,0.0025925
0.0020512,0.00087771,0.13412,0.0024026
0.0027488,0.0011762,0.17969,0.0032197
0.0027497,0.0011766,0.17974,0.0032207
0.0027432,0.0011738,0.17937,0.0032132
0.0022668,0.00097099,0.14829,0.0026552
0.0030731,0.0013149,0.20077,0.0035998
0.0032277,0.0013817,0.21077,0.0037808
0.0061253,0.0026184,0.39964,0.0071751
0.0052919,0.0022629,0.34549,0.0062
0.0030059,0.0012868,0.1966,0.0035207
0.0021148,0.00090553,0.13831,0.002477
0.002396,0.001026,0.15678,0.0028066
0.0021107,0.00090375,0.13804,0.0024722
0.0029387,0.0012581,0.19217,0.0034418
0.002066,0.00088473,0.13494,0.0024198
0.002549,0.0010915,0.16642,0.0029856
0.0020571,0.00088091,0.13438,0.0024094
0.0031238,0.0013381,0.20415,0.0036593
0.0025446,0.0010892,0.16641,0.0029803
0.0021087,0.00090288,0.1379,0.0024699
0.0024168,0.0010347,0.15809,0.0028307
0.0041952,0.0017969,0.27344,0.0049128
0.0041911,0.0017951,0.27315,0.004908
0.0042,0.001799,0.27374,0.0049184
0.0021875,0.00093657,0.14293,0.0025621
0.0032089,0.0013735,0.2096,0.0037586
0.0022659,0.00097009,0.14813,0.0026543
0.0023942,0.0010249,0.15665,0.0028043
0.0020789,0.00088997,0.1358,0.0024351
0.0022686,0.00097109,0.1483,0.0026573
0.0025514,0.0010922,0.16697,0.0029884
0.0037121,0.0015892,0.24235,0.0043482
0.0020787,0.00088988,0.13579,0.0024348
0.0028383,0.0012151,0.18568,0.0033244
0.002488,0.0010656,0.1627,0.0029143
0.0020459,0.00087579,0.13373,0.0023965
0.0021849,0.00093548,0.14278,0.0025593
0.0022466,0.00096165,0.14684,0.0026313
0.002724,0.0011657,0.1781,0.0031904
0.0020922,0.00089539,0.13679,0.0024505
0.0020696,0.00088632,0.13525,0.0024242
0.0021909,0.00093808,0.14317,0.0025664
0.00207,0.0008865,0.13527,0.0024247
0.0021222,0.00090863,0.1388,0.0024858
0.0020869,0.00089345,0.13647,0.0024445
0.0028772,0.0012319,0.18824,0.0033704
0.0020624,0.00088298,0.1349,0.0024157
0.0026984,0.0011549,0.17647,0.0031608
0.0026988,0.001155,0.17649,0.0031612
0.0026988,0.001155,0.17649,0.0031612
0.0025001,0.0010702,0.16355,0.0029284
0.002122,0.00090872,0.1387,0.0024855
0.0022947,0.00098254,0.15002,0.0026879
0.0021478,0.00091951,0.14053,0.0025158
0.0038876,0.0016633,0.2543,0.0045537
0.0038775,0.0016592,0.2536,0.0045419
0.0024527,0.0010502,0.16042,0.002873
0.0038749,0.001658,0.25346,0.0045388
0.0020587,0.00088124,0.13466,0.0024114
0.0021115,0.00090422,0.1382,0.0024733
0.0038697,0.0016566,0.2533,0.0045331
0.0023186,0.00099301,0.15148,0.0027159
0.0038769,0.0016597,0.25376,0.0045416
0.002408,0.0010312,0.15734,0.0028207
0.0023454,0.0010041,0.15324,0.0027474
0.0023616,0.0010109,0.15431,0.0027664
0.0022529,0.00096403,0.14712,0.0026389
0.0021571,0.00092372,0.14086,0.0025265
0.0020646,0.00088393,0.13501,0.0024184
0.0023003,0.0009851,0.15038,0.0026944
0.0024163,0.001035,0.15802,0.0028302
0.0022395,0.00095906,0.14643,0.0026234
0.0022394,0.00095902,0.14642,0.0026232
0.0021488,0.00091988,0.1405,0.002517
0.0020479,0.00087708,0.13395,0.002399
0.00266,0.0011387,0.174,0.0031154
0.0022345,0.00095688,0.1461,0.0026174
0.0022344,0.00095686,0.14609,0.0026174
0.0034749,0.0014883,0.22703,0.0040705
0.0022335,0.00095649,0.14603,0.0026163
0.0034744,0.001488,0.22698,0.0040699
0.0020449,0.00087574,0.13372,0.0023952
0.0021712,0.00092992,0.14193,0.0025433
0.0035177,0.0015063,0.22971,0.0041205
0.0023296,0.00099738,0.15222,0.0027286
0.002199,0.00094146,0.14376,0.0025758
0.0020784,0.00088991,0.13587,0.0024347
0.0035176,0.0015063,0.2297,0.0041205
0.0021975,0.00094082,0.14366,0.0025741
0.0021291,0.00091208,0.13917,0.0024939
0.0037766,0.001619,0.24643,0.0044235
0.0026576,0.0011377,0.17383,0.0031126
0.004328,0.0018535,0.28299,0.0050689
0.0029223,0.0012513,0.19092,0.0034231
0.0021975,0.00094082,0.14365,0.0025741
0.002197,0.00094066,0.14363,0.0025735
0.0020811,0.00089126,0.13593,0.0024376
0.0021974,0.00094081,0.14365,0.002574
0.0021972,0.00094074,0.14364,0.0025738
0.0021974,0.00094082,0.14365,0.002574
0.0021741,0.00093085,0.14212,0.0025467
0.0021969,0.0009406,0.14361,0.0025734
0.0021968,0.00094057,0.14361,0.0025733
0.0021969,0.00094061,0.14362,0.0025734
0.0021969,0.00094061,0.14362,0.0025734
0.004226,0.0018109,0.27574,0.0049501
0.0021971,0.00094067,0.14363,0.0025736
0.0021969,0.00094059,0.14362,0.0025734
0.0021985,0.00094129,0.14372,0.0025753
0.0021963,0.00094042,0.14356,0.0025727
0.0021947,0.00093975,0.14346,0.0025708
0.0020462,0.00087622,0.13371,0.002397
0.0026785,0.0011465,0.17525,0.0031371
0.0026787,0.0011466,0.17526,0.0031374
0.0021949,0.00093982,0.14347,0.0025711
0.0026793,0.0011468,0.17529,0.003138
0.0026791,0.0011468,0.17529,0.0031379
0.0021675,0.00092792,0.14162,0.0025391
0.002168,0.00092816,0.14166,0.0025397
0.0027462,0.0011772,0.17929,0.0032169
0.0020932,0.00089626,0.13684,0.0024518
0.0027821,0.0011897,0.18189,0.0032587
0.0029189,0.0012484,0.1909,0.0034188
0.0022315,0.00095539,0.14594,0.0026138
0.002388,0.0010221,0.156,0.0027968
0.0024403,0.0010449,0.15964,0.0028585
0.0022613,0.00096845,0.14786,0.0026486
0.0020633,0.00088335,0.13485,0.0024168
0.002987,0.001279,0.19532,0.0034987
0.0026374,0.0011297,0.17242,0.0030894
0.002147,0.00091919,0.14035,0.0025148
0.0021441,0.00091791,0.14014,0.0025115
0.0020686,0.00088563,0.13518,0.0024229
0.0024158,0.0010346,0.15789,0.0028297
0.0025822,0.0011052,0.16875,0.0030244
0.0021429,0.00091721,0.14009,0.00251
0.0020818,0.00089088,0.13599,0.0024385
0.0021433,0.00091737,0.14011,0.0025105
0.0021431,0.00091728,0.1401,0.0025102
0.0021863,0.00093551,0.14292,0.0025608
0.0021528,0.00092128,0.14069,0.0025216
0.003985,0.0017055,0.26058,0.0046681
0.002172,0.00092947,0.14195,0.0025441
0.0034288,0.001468,0.22421,0.0040157
0.0021442,0.00091781,0.14019,0.0025115
0.0026896,0.0011515,0.17559,0.0031502
0.0039845,0.0017054,0.26054,0.0046676
0.0026896,0.0011515,0.17558,0.0031502
0.0026952,0.001154,0.17596,0.0031569
0.0022036,0.00094286,0.14397,0.0025809
0.0021886,0.00093647,0.14302,0.0025635
0.0021873,0.0009359,0.14293,0.0025619
0.0030104,0.0012881,0.19682,0.0035263
0.0024838,0.0010631,0.16245,0.0029095
0.0024832,0.0010628,0.16241,0.0029088
0.0020749,0.0008883,0.13562,0.0024306
0.0020752,0.00088839,0.13564,0.0024308
0.0040925,0.001752,0.26736,0.0047939
0.0025629,0.0010977,0.16742,0.0030021
0.002565,0.0010985,0.16756,0.0030045
0.0040926,0.001752,0.26736,0.004794
0.0021966,0.00094067,0.14355,0.0025732
0.0021973,0.00094096,0.1436,0.0025741
0.0021725,0.00093024,0.14202,0.0025449
0.0022209,0.00095095,0.14511,0.0026018
0.0022193,0.00095029,0.145,0.0026
0.0035617,0.0015262,0.23284,0.0041722
0.0029664,0.0012711,0.19395,0.0034749
0.0023315,0.00099844,0.15235,0.0027312
0.0035656,0.001528,0.23279,0.0041769
0.0051562,0.0022086,0.33696,0.0060407
0.0029464,0.0012616,0.19274,0.0034514
0.0033912,0.0014518,0.2216,0.0039719
0.0040143,0.0017213,0.26214,0.0047015
0.0028436,0.0012175,0.18583,0.0033305
0.0035208,0.001509,0.22993,0.0041237
0.0037862,0.0016228,0.24718,0.0044348
0.0028395,0.0012149,0.1857,0.0033258
0.0027822,0.0011906,0.18195,0.0032589
0.0023454,0.0010042,0.1533,0.0027471
0.0027867,0.0011925,0.18225,0.0032641
0.0030498,0.0013053,0.19933,0.0035728
0.003693,0.0015806,0.24133,0.0043261
0.0039885,0.0017101,0.26073,0.0046721
0.010144,0.0043344,0.66627,0.011882
0.0020442,0.00087518,0.13361,0.0023945
0.0020803,0.00089052,0.13599,0.0024368
0.0020461,0.00087596,0.13374,0.0023967
0.0020696,0.00088612,0.13521,0.0024243
0.0034285,0.0014676,0.22402,0.004016
0.010171,0.0043449,0.66755,0.011914
0.0020772,0.00088945,0.13571,0.0024333
0.0020453,0.00087558,0.13369,0.0023958
0.0030736,0.0013164,0.20079,0.0036
0.0020764,0.00088909,0.13566,0.0024323
0.002069,0.00088591,0.13518,0.0024236
0.0020788,0.00089016,0.13584,0.0024352
0.0020757,0.00088883,0.13562,0.0024316
0.0020679,0.00088543,0.13511,0.0024224
0.0020682,0.00088554,0.13513,0.0024227
0.0020798,0.00089054,0.13591,0.0024363
0.0037818,0.0016181,0.24737,0.0044302
0.0020617,0.00088303,0.13475,0.002415
0.0020609,0.00088269,0.1347,0.002414
0.0020558,0.00088056,0.13435,0.002408
0.003719,0.001592,0.24313,0.0043563
0.0020602,0.00088252,0.13465,0.0024132
0.0038069,0.0016297,0.24882,0.0044593
0.0021234,0.0009096,0.13871,0.0024874
0.0021153,0.00090608,0.13817,0.0024779
0.0020567,0.00088096,0.13442,0.0024091
0.0037283,0.0015963,0.24378,0.0043672
0.0037293,0.0015967,0.24384,0.0043684
0.0037299,0.001597,0.24388,0.0043692
0.0021268,0.00091103,0.13892,0.0024914
0.0020544,0.00087994,0.13426,0.0024064
0.0028466,0.0012192,0.18592,0.0033342
0.0029343,0.0012565,0.19182,0.003437
0.0025795,0.0011052,0.16861,0.0030214
0.0029342,0.0012564,0.19183,0.003437
0.0025821,0.0011063,0.16878,0.0030245
0.0029309,0.0012551,0.19163,0.0034332
0.0025786,0.0011048,0.16856,0.0030204
0.0025691,0.0011008,0.16789,0.0030093
0.0036651,0.0015705,0.23995,0.0042925
0.0025397,0.001087,0.16579,0.0029748
0.0029347,0.0012567,0.19187,0.0034376
0.0029346,0.0012567,0.19186,0.0034375
0.0029348,0.0012568,0.19187,0.0034377
0.0029362,0.0012574,0.19197,0.0034394
0.0025704,0.0011012,0.16803,0.0030108
0.0025733,0.0011025,0.16822,0.0030142
0.0025736,0.0011026,0.16824,0.0030146
0.0022807,0.00097693,0.14918,0.0026716
0.0044892,0.001925,0.29333,0.0052581
0.0044711,0.0019176,0.29209,0.0052369
0.0044657,0.0019153,0.29176,0.0052307
0.0044587,0.0019122,0.2913,0.0052225
0.002593,0.001111,0.16951,0.0030373
0.0044628,0.0019139,0.29161,0.0052273
0.0021974,0.00094139,0.14369,0.0025739
0.0024309,0.0010412,0.15907,0.0028473
0.0024477,0.0010484,0.16015,0.002867
0.0020568,0.00088095,0.1345,0.0024092
0.0020571,0.00088108,0.13451,0.0024095
0.0024284,0.0010401,0.15896,0.0028445
0.0030239,0.0012957,0.19788,0.0035419
0.0030006,0.0012855,0.19635,0.0035146
0.0022807,0.00097656,0.14927,0.0026715
0.0021066,0.00090227,0.13782,0.0024676
0.0020784,0.00089001,0.13593,0.0024346
0.0020744,0.00088843,0.13567,0.0024299
0.0026076,0.0011161,0.17045,0.0030543
0.0024996,0.0010698,0.16347,0.002928
0.0043665,0.0018695,0.28574,0.0051136
0.0021768,0.00093151,0.14227,0.0025496
0.0026442,0.0011316,0.173,0.0030973
0.0025916,0.0011093,0.16954,0.0030358
0.0020972,0.00089784,0.13713,0.0024566
0.0020705,0.00088648,0.13535,0.0024252
0.0026888,0.001151,0.1758,0.0031497
0.0024566,0.0010519,0.16054,0.0028771
0.0020764,0.00088915,0.13578,0.0024321
0.0021579,0.00092379,0.14093,0.0025274
0.0030317,0.0012971,0.19795,0.0035511
0.0026222,0.0011219,0.17123,0.0030714
0.0020555,0.00088013,0.13423,0.0024075
0.0029571,0.0012659,0.19301,0.0034637
0.0021601,0.00092457,0.14122,0.0025301
0.0020541,0.0008796,0.13423,0.0024059
0.0025482,0.0010907,0.16664,0.0029847
0.0049629,0.0021284,0.32452,0.0058138
0.0020522,0.00087891,0.13417,0.0024038
0.0023775,0.0010188,0.15535,0.0027849
0.0022133,0.00094761,0.14472,0.0025925
0.0020788,0.00089011,0.13591,0.002435
0.0068959,0.0029548,0.45171,0.0080756
0.0027556,0.0011792,0.18038,0.0032279
0.0021806,0.00093382,0.14265,0.0025541
0.0021779,0.00093251,0.14232,0.0025513
0.0024939,0.0010684,0.16303,0.0029211
0.0027915,0.0011946,0.18272,0.00327
0.0027798,0.0011891,0.18179,0.003256
0.0021873,0.00093675,0.1429,0.0025622
0.0021874,0.0009368,0.14291,0.0025624
0.0024377,0.001044,0.15932,0.0028553
0.0020765,0.00088912,0.13579,0.0024322
0.0020757,0.00088877,0.13574,0.0024312
0.0021679,0.00092819,0.14164,0.0025394
0.0080361,0.0034381,0.52419,0.0094118
0.0034726,0.0014865,0.22736,0.0040674
0.0020681,0.0008854,0.13512,0.0024223
0.003194,0.0013679,0.20869,0.0037411
0.0020624,0.00088295,0.13472,0.0024157
0.0020648,0.00088398,0.1349,0.0024185
0.0020613,0.00088256,0.13467,0.0024144
0.0020569,0.00088056,0.13434,0.0024093
0.0042054,0.0018016,0.27526,0.0049265
0.0020683,0.00088523,0.13513,0.0024226
0.0020717,0.00088661,0.13536,0.0024267
0.004188,0.0017942,0.27411,0.0049061
0.0041735,0.0017881,0.27316,0.0048894
0.0086341,0.0036959,0.56333,0.010114
0.0020477,0.00087663,0.13386,0.0023985
0.0041833,0.0017922,0.27382,0.0049007
0.0041755,0.0017889,0.27335,0.0048916
0.0023141,0.00099111,0.15136,0.0027108
0.0020798,0.00089036,0.13595,0.002436
0.0021151,0.0009057,0.13823,0.0024774
0.0026347,0.0011274,0.17198,0.0030861
0.0026267,0.0011239,0.17147,0.0030767
0.0025627,0.0010975,0.16768,0.0030018
0.0027396,0.0011733,0.17919,0.0032092
0.0021639,0.00092672,0.14134,0.0025346
0.0031253,0.0013382,0.20454,0.0036606
0.0025819,0.0011047,0.16861,0.0030242
0.0021744,0.0009308,0.14217,0.002547
0.0032167,0.001377,0.21045,0.0037681
0.0058161,0.0024889,0.38083,0.0068145
0.0029692,0.0012704,0.19408,0.0034776
0.0020852,0.00089269,0.13638,0.0024425
0.0022158,0.00094884,0.1449,0.0025955
0.0021039,0.00090068,0.1377,0.0024645
0.0024843,0.0010642,0.16246,0.0029101
0.003161,0.0013544,0.20659,0.0037022
0.002606,0.0011151,0.17049,0.0030524
0.0020598,0.00088158,0.13466,0.0024125
0.0026741,0.0011448,0.17491,0.0031317
0.002606,0.0011152,0.17049,0.0030525
0.002705,0.001158,0.17682,0.0031688
0.0051392,0.0021974,0.33575,0.0060214
0.0035133,0.0015048,0.22957,0.0041154
0.0021411,0.00091699,0.13992,0.0025077
0.0025855,0.0011075,0.16894,0.0030286
0.0024424,0.0010455,0.15978,0.0028605
0.0024412,0.0010451,0.15971,0.0028592
0.002759,0.0011813,0.18064,0.0032315
0.0024425,0.0010456,0.15979,0.0028607
0.0027466,0.0011766,0.17944,0.0032172
0.0034486,0.0014764,0.22546,0.0040395
0.00294,0.0012584,0.19197,0.003444
0.0037723,0.0016135,0.24647,0.004418
0.0022584,0.00096698,0.14753,0.0026453
0.0038989,0.0016689,0.25465,0.0045679
0.0037759,0.0016151,0.24671,0.0044222
0.0037753,0.0016158,0.24649,0.0044229
0.0028199,0.0012065,0.18413,0.0033028
0.0028214,0.0012072,0.18424,0.0033046
0.0033544,0.0014349,0.21913,0.003929
0.0020763,0.00088867,0.13577,0.002432
0.0020755,0.0008883,0.13572,0.0024311
0.0030814,0.0013187,0.20128,0.0036094
0.0020857,0.00089264,0.13639,0.002443
0.0021999,0.00094161,0.14383,0.0025769
0.0026232,0.001123,0.17136,0.0030728
0.0021231,0.00090926,0.13871,0.0024865
0.0035468,0.0015182,0.23176,0.0041549
0.002124,0.00090955,0.13881,0.002488
0.00387,0.0016565,0.25271,0.0045326
0.0034943,0.0014951,0.22864,0.0040934
0.0021661,0.00092758,0.14163,0.0025371
0.0031706,0.0013563,0.2074,0.0037142
0.0024325,0.0010422,0.15898,0.0028491
0.0021607,0.00092549,0.14132,0.0025312
0.0020952,0.00089733,0.13692,0.002454
0.0026472,0.0011328,0.1731,0.0031011
0.0029006,0.0012424,0.18952,0.0033982
0.0029018,0.0012429,0.18961,0.0033996
0.0022885,0.00097935,0.14964,0.0026802
0.0026184,0.0011206,0.1712,0.0030673
0.0026645,0.0011402,0.17423,0.0031214
0.0020484,0.00087708,0.13386,0.0023993
0.0020523,0.00087876,0.13411,0.0024039
0.0020963,0.00089781,0.137,0.0024553
0.0023919,0.0010243,0.15635,0.0028022
0.0023956,0.0010259,0.1566,0.0028065
0.0023907,0.0010238,0.15627,0.0028008
0.0026057,0.0011153,0.17036,0.0030525
0.0023655,0.0010128,0.15462,0.0027708
0.0049375,0.0021164,0.32267,0.0057842
0.0029441,0.0012599,0.19241,0.0034481
0.0026063,0.0011156,0.17039,0.0030533
0.0022227,0.00095142,0.14536,0.0026036
0.00222,0.00095023,0.14518,0.0026003
0.0024701,0.0010573,0.16159,0.0028934
0.0024606,0.0010533,0.16091,0.0028821
0.0024595,0.0010529,0.16085,0.0028809
0.0021621,0.00092516,0.14135,0.0025324
0.0021217,0.00090772,0.13868,0.002485
0.0021661,0.00092689,0.14162,0.002537
0.0021665,0.00092705,0.14164,0.0025375
0.0021228,0.00090821,0.13876,0.0024864
0.0020724,0.00088744,0.13546,0.0024274
0.0021682,0.00092777,0.14176,0.0025396
0.0021692,0.0009282,0.14182,0.0025407
0.0020692,0.00088564,0.13524,0.0024236
0.0020715,0.00088662,0.13541,0.0024263
0.0046588,0.001992,0.3045,0.0054562
0.0085312,0.003656,0.557,0.0099931
0.0036288,0.001553,0.23697,0.0042499
0.0021039,0.00090057,0.13755,0.0024643
0.0020727,0.00088718,0.13549,0.0024278
0.0036291,0.0015532,0.23697,0.0042503
0.0052912,0.0022645,0.34541,0.0061969
0.0021438,0.00091796,0.14013,0.0025111
0.0021042,0.00090098,0.13753,0.0024648
0.0070889,0.0030294,0.46283,0.0083035
0.0020581,0.00088111,0.13458,0.0024107
0.0070736,0.0030233,0.46186,0.0082854
0.0022152,0.00094873,0.14485,0.0025951
0.0075037,0.0032065,0.49068,0.0087922
0.0026163,0.0011213,0.17114,0.0030662
0.002232,0.00095613,0.14597,0.0026149
0.0064292,0.0027526,0.41941,0.0075315
0.0022643,0.00096979,0.14807,0.0026527
0.022261,0.0094707,1.4458,0.026105
0.0026869,0.0011516,0.17576,0.0031491
0.0026873,0.0011518,0.17578,0.0031495
0.003542,0.0015164,0.23141,0.0041483
0.0022389,0.0009585,0.14646,0.002623
0.0030031,0.0012865,0.19643,0.003518
0.0020449,0.00087546,0.13371,0.0023954
0.0022855,0.00097857,0.14951,0.0026777
0.0022856,0.00097861,0.14952,0.0026778
0.021573,0.0091839,1.4016,0.025299
0.0048202,0.0020616,0.31499,0.0056453
0.0027861,0.0011927,0.18188,0.0032636
0.0022415,0.00095959,0.14665,0.0026262
0.0022415,0.00095959,0.14665,0.0026262
0.00355,0.0015199,0.23196,0.0041577
0.057931,0.025009,3.7352,0.06805
0.0020676,0.0008852,0.13526,0.0024221
0.0020776,0.00088947,0.13592,0.0024338
0.0048353,0.0020676,0.31618,0.0056635
0.0060066,0.0025676,0.39213,0.007035
0.0048495,0.0020738,0.31705,0.0056801
0.0048443,0.0020715,0.31672,0.005674
0.0021247,0.00090966,0.13898,0.002489
